name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url,address
Pestana Amsterdam Riverside,1336,1,5.0,8.5,3887.0,Classic Studio,De Pijp,2.4,https://www.booking.com/hotel/nl/pestana-amsterdam-riverside.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=26&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682069&all_sr_blocks=275193011_417187573_0_34_0_665536&highlighted_blocks=275193011_417187573_0_34_0_665536&matching_block_id=275193011_417187573_0_34_0_665536&sr_pri_blocks=275193011_417187573_0_34_0_665536_133586&from_sustainable_property_sr=1&from=searchresults,"Amsteldijk 67, 1074 HZ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
WestCord Art Hotel Amsterdam 3 stars,582,1,3.0,8.7,3119.0,Superior Double or Twin Room,Westerpark,2.8,https://www.booking.com/hotel/nl/westcord-art-hotel-amsterdam-3-stars.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=27&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1055409_95129079_2_2_0&highlighted_blocks=1055409_95129079_2_2_0&matching_block_id=1055409_95129079_2_2_0&sr_pri_blocks=1055409_95129079_2_2_0__58203&from_sustainable_property_sr=1&from=searchresults,"Spaarndammerdijk 302, Westerpark, 1013 ZX Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Leonardo Royal Hotel Amsterdam,664,1,4.0,8.5,9409.0,Queen Room - Disability Access,Oost,4.8,https://www.booking.com/hotel/nl/leonardo-royal-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=28&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=451869916_137008629_2_2_0&highlighted_blocks=451869916_137008629_2_2_0&matching_block_id=451869916_137008629_2_2_0&sr_pri_blocks=451869916_137008629_2_2_0__66350&from_sustainable_property_sr=1&from=searchresults,"Paul van Vlissingenstraat 24, Oost, 1096 BK Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Leonardo Hotel Amsterdam Rembrandtpark,712,1,4.0,8.3,8073.0,Comfort Queen Room,Slotervaart,3.4,https://www.booking.com/hotel/nl/leonardo-hotel-amsterdam-rembrandtpark.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=29&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=39714812_91474090_2_42_0&highlighted_blocks=39714812_91474090_2_42_0&matching_block_id=39714812_91474090_2_42_0&sr_pri_blocks=39714812_91474090_2_42_0__71161&from_sustainable_property_sr=1&from=searchresults,"Staalmeesterslaan 410, Slotervaart, 1057 PH Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
WestCord Fashion Hotel Amsterdam,820,1,4.0,8.6,4058.0,Superior Double or Twin Room,Slotervaart,3.7,https://www.booking.com/hotel/nl/westcord-fashion-hotel-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=30&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1848823_95143310_2_2_0&highlighted_blocks=1848823_95143310_2_2_0&matching_block_id=1848823_95143310_2_2_0&sr_pri_blocks=1848823_95143310_2_2_0__82047&from_sustainable_property_sr=1&from=searchresults,"Hendrikje Stoffelstraat 1, Slotervaart, 1058 GC Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Hotel 717,1879,1,5.0,8.9,1473.0,Small Double Room (Little Prince - Courtyard View),Amsterdam City Centre,1.0,https://www.booking.com/hotel/nl/prinsen-suites.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=31&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=833624705_348647253_0_0_0&highlighted_blocks=833624705_348647253_0_0_0&matching_block_id=833624705_348647253_0_0_0&sr_pri_blocks=833624705_348647253_0_0_0__187919&from=searchresults,"717 Prinsengracht ground floor, Amsterdam City Centre, 1017 JW Amsterdam, Netherlands
location — rated 9.7/10!"
Mercure Amsterdam North Station,838,1,4.0,9.0,4671.0,Standard Double Room,Amsterdam Noord,4.2,https://www.booking.com/hotel/nl/mercure-amsterdam-north-station.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=32&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=783584603_337830998_2_2_0_635836&highlighted_blocks=783584603_337830998_2_2_0_635836&matching_block_id=783584603_337830998_2_2_0_635836&sr_pri_blocks=783584603_337830998_2_2_0_635836_83774&from_sustainable_property_sr=1&from=searchresults,"Termini 11, Amsterdam Noord, 1022LB Amsterdam, Netherlands
location — rated 9.1/10!"
Park Inn by Radisson Amsterdam City West,823,1,4.0,8.4,21086.0,Standard Room,Westpoort,3.9,https://www.booking.com/hotel/nl/park-inn-by-radisson-amsterdam-city-west.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=33&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=229377403_99726771_2_2_0&highlighted_blocks=229377403_99726771_2_2_0&matching_block_id=229377403_99726771_2_2_0&sr_pri_blocks=229377403_99726771_2_2_0__82263&from_sustainable_property_sr=1&from=searchresults,"La Guardiaweg 59, Westpoort, 1043 DE Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Hotel CC,846,1,3.0,8.0,5713.0,Standard Twin Room,Amsterdam City Centre,500.0,https://www.booking.com/hotel/nl/cc.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=34&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=17111609_91464459_0_2_0&highlighted_blocks=17111609_91464459_0_2_0&matching_block_id=17111609_91464459_0_2_0&sr_pri_blocks=17111609_91464459_0_2_0__84637&from_sustainable_property_sr=1&from=searchresults,"Warmoesstraat 42 , Amsterdam City Centre, 1012 JE Amsterdam, Netherlands
location — rated 9.4/10!"
Hotel Jakarta Amsterdam,1162,1,4.0,9.0,6100.0,Twin/Double Room Superior No Balcony,Zeeburg,2.1,https://www.booking.com/hotel/nl/jakarta-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=35&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=0_0_2_1_0&highlighted_blocks=0_0_2_1_0&matching_block_id=0_0_2_1_0&sr_pri_blocks=0_0_2_1_0__116212&from_sustainable_property_sr=1&from=searchresults,"Javakade 766, Zeeburg, 1019 SH Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Hotel V Fizeaustraat,907,1,4.0,9.0,3906.0,Comfort Room,Oost,3.8,https://www.booking.com/hotel/nl/v-fizeaustraat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=36&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=184262301_91749549_2_2_0&highlighted_blocks=184262301_91749549_2_2_0&matching_block_id=184262301_91749549_2_2_0&sr_pri_blocks=184262301_91749549_2_2_0__90700&from_sustainable_property_sr=1&from=searchresults,"Fizeaustraat 2, Oost, 1097 SC Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
ibis Amsterdam City West,545,1,3.0,7.9,3424.0,Twin Room,Westpoort,3.6,https://www.booking.com/hotel/nl/ibisamwestcorner.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=37&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1091809_95129676_2_2_0&highlighted_blocks=1091809_95129676_2_2_0&matching_block_id=1091809_95129676_2_2_0&sr_pri_blocks=1091809_95129676_2_2_0__54546&from_sustainable_property_sr=1&from=searchresults,"Transformatorweg 36, Westpoort, 1014 AK Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Maison ELLE Amsterdam,1132,1,4.0,8.9,2171.0,Comfort Room,Oud-West,2.1,https://www.booking.com/hotel/nl/maisonelleamsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=38&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1096025_97566143_0_2_0_757481&highlighted_blocks=1096025_97566143_0_2_0_757481&matching_block_id=1096025_97566143_0_2_0_757481&sr_pri_blocks=1096025_97566143_0_2_0_757481_113235&from=searchresults,"Anna van den Vondelstraat 6, Oud-West, 1054 GZ Amsterdam, Netherlands
location — rated 9.2/10!"
Mercure Amsterdam Sloterdijk Station,777,1,4.0,8.5,5124.0,Classic Twin Room,Westpoort,4.3,https://www.booking.com/hotel/nl/mercure-amsterdam-sloterdijk-station-opening-july-2015.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=39&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=139256508_91477112_2_34_0_635793&highlighted_blocks=139256508_91477112_2_34_0_635793&matching_block_id=139256508_91477112_2_34_0_635793&sr_pri_blocks=139256508_91477112_2_34_0_635793_77738&from_sustainable_property_sr=1&from=searchresults,"Naritaweg 1, Westpoort, 1043 BP Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Van der Valk Hotel Amsterdam - Amstel,1067,1,4.0,8.9,5790.0,Comfort Twin Room,Oost,4.6,https://www.booking.com/hotel/nl/van-der-valk-amsterdam-amstel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=40&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=355513301_118142605_2_2_0&highlighted_blocks=355513301_118142605_2_2_0&matching_block_id=355513301_118142605_2_2_0&sr_pri_blocks=355513301_118142605_2_2_0__106675&from_sustainable_property_sr=1&from=searchresults,"20 Joan Muyskenweg, Oost, 1096 CJ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Jaz in the City Amsterdam,830,1,4.0,8.7,11612.0,Superior Double Room (1 or 2 beds),Zuidoost,7.2,https://www.booking.com/hotel/nl/jaz-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=41&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=146677401_87419159_2_2_0&highlighted_blocks=146677401_87419159_2_2_0&matching_block_id=146677401_87419159_2_2_0&sr_pri_blocks=146677401_87419159_2_2_0__83044&from=searchresults,"De Passage 90 / Noord Holland, Zuidoost, 1101 AX Amsterdam, Netherlands
location — rated 9.1/10!"
Hotel City Garden Amsterdam,722,1,3.0,7.1,4278.0,Small Double Room,Oud Zuid,1.9,https://www.booking.com/hotel/nl/holland.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=42&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1009510_95127949_0_2_0&highlighted_blocks=1009510_95127949_0_2_0&matching_block_id=1009510_95127949_0_2_0&sr_pri_blocks=1009510_95127949_0_2_0__72221&from_sustainable_property_sr=1&from=searchresults,"P.C. Hooftstraat 162, Oud Zuid, 1071 CH Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Asile Flottant,1431,1,,8.7,636.0,One-Bedroom Apartment,Amsterdam Noord,2.5,https://www.booking.com/hotel/nl/asile-flottant.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=43&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=207679103_110805536_0_0_0&highlighted_blocks=207679103_110805536_0_0_0&matching_block_id=207679103_110805536_0_0_0&sr_pri_blocks=207679103_110805536_0_0_0__143059&from=searchresults,"Korte Papaverweg 2, Amsterdam Noord, 1032 KB Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Monet Garden Hotel Amsterdam,1135,1,4.0,9.1,4021.0,Twin Room,Amsterdam City Centre,1.0,https://www.booking.com/hotel/nl/monet-garden-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=44&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=274221301_0_2_0_0&highlighted_blocks=274221301_0_2_0_0&matching_block_id=274221301_0_2_0_0&sr_pri_blocks=274221301_0_2_0_0__113471&from=searchresults,"Valkenburgerstraat 76, Amsterdam City Centre, 1011 LZ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Huygens Place Amsterdam,981,1,4.0,8.6,3298.0,Small Double Room,Oud-West,1.6,https://www.booking.com/hotel/nl/huygens-place-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=45&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1002306_95127815_0_2_0&highlighted_blocks=1002306_95127815_0_2_0&matching_block_id=1002306_95127815_0_2_0&sr_pri_blocks=1002306_95127815_0_2_0__98056&from_sustainable_property_sr=1&from=searchresults,"1e Constantijn Huygensstraat 103-105, Oud-West, 1054 BV Amsterdam, Netherlands
location — rated 9.2/10!"
ibis Styles Amsterdam Central Station,1063,1,3.0,7.9,4312.0,Standard Twin Room,Amsterdam City Centre,0.6,https://www.booking.com/hotel/nl/ibis-styles-amsterdam-central-station.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=46&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1114602_116596559_2_2_0_635820&highlighted_blocks=1114602_116596559_2_2_0_635820&matching_block_id=1114602_116596559_2_2_0_635820&sr_pri_blocks=1114602_116596559_2_2_0_635820_106340&from_sustainable_property_sr=1&from=searchresults,"Martelaarsgracht 10, Amsterdam City Centre, 1012 TP Amsterdam, Netherlands
location — rated 9.4/10!"
Bunk Hotel Amsterdam,649,1,3.0,8.5,7274.0,Pod for 2 in shared dorm,Amsterdam Noord,2.2,https://www.booking.com/hotel/nl/bunk.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=47&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=322674815_229107779_0_34_0&highlighted_blocks=322674815_229107779_0_34_0&matching_block_id=322674815_229107779_0_34_0&sr_pri_blocks=322674815_229107779_0_34_0__64895&from_sustainable_property_sr=1&from=searchresults,"2 Hagedoornplein, Amsterdam Noord, 1031 BV Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Volkshotel,568,1,,8.6,5507.0,Sleep Cabin with Shared Bathroom,Oost,2.5,https://www.booking.com/hotel/nl/volkshotel-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=48&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=106708808_93774177_0_2_0&highlighted_blocks=106708808_93774177_0_2_0&matching_block_id=106708808_93774177_0_2_0&sr_pri_blocks=106708808_93774177_0_2_0__56782&from_sustainable_property_sr=1&from=searchresults,"Wibautstraat 150, Oost, 1091 GR Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Bob W Oosterpark,686,1,4.0,8.7,903.0,Standard Double Room,Oost,3.1,https://www.booking.com/hotel/nl/bob-w-oosterpark.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=49&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1000287902_372916254_2_0_0_709420&highlighted_blocks=1000287902_372916254_2_0_0_709420&matching_block_id=1000287902_372916254_2_0_0_709420&sr_pri_blocks=1000287902_372916254_2_0_0_709420_68576&from=searchresults,"2 Middenweg, Oost, 1097 BM Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
